Waypoint(Transform(Location(x=228.821075, y=114.995583, z=0.605375), Rotation(pitch=1.173292, yaw=91.393204, roll=0.000000)))
Waypoint(Transform(Location(x=217.738495, y=167.609360, z=1.848766), Rotation(pitch=1.173292, yaw=128.682861, roll=0.000000)))
Waypoint(Transform(Location(x=217.572235, y=167.815842, z=1.855185), Rotation(pitch=1.173292, yaw=128.999680, roll=0.000000)))
Waypoint(Transform(Location(x=217.233826, y=168.229034, z=1.868119), Rotation(pitch=1.173292, yaw=129.638000, roll=0.000000)))
Waypoint(Transform(Location(x=217.063721, y=168.433197, z=1.874553), Rotation(pitch=1.173292, yaw=129.955582, roll=0.000000)))
Waypoint(Transform(Location(x=216.892334, y=168.636612, z=1.880994), Rotation(pitch=1.173292, yaw=130.273468, roll=0.000000)))
Waypoint(Transform(Location(x=216.720642, y=168.838135, z=1.887405), Rotation(pitch=1.173292, yaw=130.589874, roll=0.000000)))
Waypoint(Transform(Location(x=216.547760, y=169.038773, z=1.893819), Rotation(pitch=1.173292, yaw=130.906403, roll=0.000000)))
Waypoint(Transform(Location(x=216.373474, y=169.238831, z=1.900244), Rotation(pitch=1.173292, yaw=131.223480, roll=0.000000)))
Waypoint(Transform(Location(x=216.018951, y=169.638916, z=1.913188), Rotation(pitch=1.173292, yaw=131.862350, roll=0.000000)))
Waypoint(Transform(Location(x=215.841110, y=169.836304, z=1.919622), Rotation(pitch=1.173292, yaw=132.179871, roll=0.000000)))
Waypoint(Transform(Location(x=215.662781, y=170.032028, z=1.926034), Rotation(pitch=1.173292, yaw=132.496323, roll=0.000000)))
Waypoint(Transform(Location(x=215.483200, y=170.226913, z=1.932451), Rotation(pitch=1.173292, yaw=132.813049, roll=0.000000)))
Waypoint(Transform(Location(x=215.302338, y=170.421082, z=1.938877), Rotation(pitch=1.173292, yaw=133.130173, roll=0.000000)))
Waypoint(Transform(Location(x=214.934601, y=170.809265, z=1.951825), Rotation(pitch=1.173292, yaw=133.769226, roll=0.000000)))
Waypoint(Transform(Location(x=214.750198, y=171.000717, z=1.958262), Rotation(pitch=1.173292, yaw=134.086899, roll=0.000000)))
Waypoint(Transform(Location(x=214.565353, y=171.190491, z=1.964677), Rotation(pitch=1.173292, yaw=134.403519, roll=0.000000)))
Waypoint(Transform(Location(x=214.379578, y=171.379135, z=1.971088), Rotation(pitch=1.173292, yaw=134.719955, roll=0.000000)))
Waypoint(Transform(Location(x=214.192093, y=171.567413, z=1.977522), Rotation(pitch=1.173292, yaw=135.037491, roll=0.000000)))
Waypoint(Transform(Location(x=213.811768, y=171.943024, z=1.990467), Rotation(pitch=1.173292, yaw=135.676361, roll=0.000000)))
Waypoint(Transform(Location(x=213.621063, y=172.128250, z=1.996904), Rotation(pitch=1.173292, yaw=135.994080, roll=0.000000)))
Waypoint(Transform(Location(x=213.428848, y=172.312881, z=2.003358), Rotation(pitch=1.173292, yaw=136.312592, roll=0.000000)))
Waypoint(Transform(Location(x=213.236511, y=172.495590, z=2.009782), Rotation(pitch=1.173292, yaw=136.629623, roll=0.000000)))
Waypoint(Transform(Location(x=213.043198, y=172.677185, z=2.016205), Rotation(pitch=1.173292, yaw=136.946625, roll=0.000000)))
Waypoint(Transform(Location(x=212.848557, y=172.858032, z=2.022639), Rotation(pitch=1.173292, yaw=137.264160, roll=0.000000)))
Waypoint(Transform(Location(x=212.453659, y=173.218811, z=2.035591), Rotation(pitch=1.173292, yaw=137.903412, roll=0.000000)))
Waypoint(Transform(Location(x=212.255676, y=173.396698, z=2.042036), Rotation(pitch=1.173292, yaw=138.221497, roll=0.000000)))
Waypoint(Transform(Location(x=212.057358, y=173.572891, z=2.048460), Rotation(pitch=1.173292, yaw=138.538544, roll=0.000000)))
Waypoint(Transform(Location(x=211.857864, y=173.748184, z=2.054891), Rotation(pitch=1.173292, yaw=138.855942, roll=0.000000)))
Waypoint(Transform(Location(x=211.657288, y=173.922440, z=2.061325), Rotation(pitch=1.173292, yaw=139.173477, roll=0.000000)))
Waypoint(Transform(Location(x=211.250504, y=174.269943, z=2.074280), Rotation(pitch=1.173292, yaw=139.812866, roll=0.000000)))
Waypoint(Transform(Location(x=211.046585, y=174.441238, z=2.080729), Rotation(pitch=1.173292, yaw=140.131149, roll=0.000000)))
Waypoint(Transform(Location(x=210.841721, y=174.611359, z=2.087178), Rotation(pitch=1.173292, yaw=140.449387, roll=0.000000)))
Waypoint(Transform(Location(x=210.636505, y=174.779877, z=2.093608), Rotation(pitch=1.173292, yaw=140.766754, roll=0.000000)))
Waypoint(Transform(Location(x=210.430466, y=174.947174, z=2.100034), Rotation(pitch=1.173292, yaw=141.083923, roll=0.000000)))
Waypoint(Transform(Location(x=210.012543, y=175.280762, z=2.112983), Rotation(pitch=1.173292, yaw=141.723022, roll=0.000000)))
Waypoint(Transform(Location(x=209.803177, y=175.445023, z=2.119427), Rotation(pitch=1.173292, yaw=142.041046, roll=0.000000)))
Waypoint(Transform(Location(x=209.592438, y=175.608490, z=2.125886), Rotation(pitch=1.173292, yaw=142.359787, roll=0.000000)))
Waypoint(Transform(Location(x=209.381622, y=175.770172, z=2.132319), Rotation(pitch=1.173292, yaw=142.677307, roll=0.000000)))
Waypoint(Transform(Location(x=209.170074, y=175.930527, z=2.138747), Rotation(pitch=1.173292, yaw=142.994568, roll=0.000000)))
Waypoint(Transform(Location(x=208.957184, y=176.090042, z=2.145189), Rotation(pitch=1.173292, yaw=143.312485, roll=0.000000)))
Waypoint(Transform(Location(x=208.526520, y=176.407196, z=2.158140), Rotation(pitch=1.173292, yaw=143.951691, roll=0.000000)))
Waypoint(Transform(Location(x=208.310410, y=176.563568, z=2.164600), Rotation(pitch=1.173292, yaw=144.270493, roll=0.000000)))
Waypoint(Transform(Location(x=208.093597, y=176.718628, z=2.171055), Rotation(pitch=1.173292, yaw=144.589066, roll=0.000000)))
Waypoint(Transform(Location(x=207.876633, y=176.871948, z=2.177488), Rotation(pitch=1.173292, yaw=144.906570, roll=0.000000)))
Waypoint(Transform(Location(x=207.658890, y=177.024048, z=2.183920), Rotation(pitch=1.173292, yaw=145.223999, roll=0.000000)))
Waypoint(Transform(Location(x=207.218109, y=177.326508, z=2.196865), Rotation(pitch=1.173292, yaw=145.862885, roll=0.000000)))
Waypoint(Transform(Location(x=206.997025, y=177.475510, z=2.203321), Rotation(pitch=1.173292, yaw=146.181519, roll=0.000000)))
Waypoint(Transform(Location(x=206.775223, y=177.623215, z=2.209773), Rotation(pitch=1.173292, yaw=146.499985, roll=0.000000)))
Waypoint(Transform(Location(x=206.552963, y=177.769424, z=2.216215), Rotation(pitch=1.173292, yaw=146.817917, roll=0.000000)))
Waypoint(Transform(Location(x=206.330032, y=177.914337, z=2.222654), Rotation(pitch=1.173292, yaw=147.135696, roll=0.000000)))
Waypoint(Transform(Location(x=205.879288, y=178.201965, z=2.235602), Rotation(pitch=1.173292, yaw=147.774734, roll=0.000000)))
Waypoint(Transform(Location(x=205.636368, y=178.354507, z=2.242053), Rotation(pitch=1.173292, yaw=147.959229, roll=0.000000)))
Waypoint(Transform(Location(x=205.390793, y=178.507675, z=2.248514), Rotation(pitch=1.173292, yaw=148.129990, roll=0.000000)))
Waypoint(Transform(Location(x=205.144592, y=178.660248, z=2.254980), Rotation(pitch=1.173292, yaw=148.300919, roll=0.000000)))
Waypoint(Transform(Location(x=204.898758, y=178.811554, z=2.261424), Rotation(pitch=1.173292, yaw=148.471237, roll=0.000000)))
Waypoint(Transform(Location(x=204.652191, y=178.962311, z=2.267875), Rotation(pitch=1.173292, yaw=148.641769, roll=0.000000)))
Waypoint(Transform(Location(x=204.404663, y=179.112656, z=2.274340), Rotation(pitch=1.173292, yaw=148.812622, roll=0.000000)))
Waypoint(Transform(Location(x=204.156601, y=179.262299, z=2.280807), Rotation(pitch=1.173292, yaw=148.983582, roll=0.000000)))
Waypoint(Transform(Location(x=203.907990, y=179.411285, z=2.287277), Rotation(pitch=1.173292, yaw=149.154602, roll=0.000000)))
Waypoint(Transform(Location(x=203.658691, y=179.559677, z=2.293754), Rotation(pitch=1.173292, yaw=149.325790, roll=0.000000)))
Waypoint(Transform(Location(x=203.409561, y=179.706940, z=2.300214), Rotation(pitch=1.173292, yaw=149.496552, roll=0.000000)))
Waypoint(Transform(Location(x=203.159927, y=179.853516, z=2.306676), Rotation(pitch=1.173292, yaw=149.667358, roll=0.000000)))
Waypoint(Transform(Location(x=202.636993, y=180.157303, z=2.320176), Rotation(pitch=1.173292, yaw=150.024216, roll=0.000000)))
Waypoint(Transform(Location(x=202.385422, y=180.301910, z=2.326653), Rotation(pitch=1.173292, yaw=150.195419, roll=0.000000)))
Waypoint(Transform(Location(x=202.133392, y=180.445755, z=2.333131), Rotation(pitch=1.173292, yaw=150.366638, roll=0.000000)))
Waypoint(Transform(Location(x=201.880783, y=180.588959, z=2.339614), Rotation(pitch=1.173292, yaw=150.537979, roll=0.000000)))
Waypoint(Transform(Location(x=201.628265, y=180.731125, z=2.346083), Rotation(pitch=1.173292, yaw=150.708969, roll=0.000000)))
Waypoint(Transform(Location(x=201.375137, y=180.872604, z=2.352556), Rotation(pitch=1.173292, yaw=150.880066, roll=0.000000)))
Waypoint(Transform(Location(x=201.121155, y=181.013580, z=2.359041), Rotation(pitch=1.173292, yaw=151.051468, roll=0.000000)))
Waypoint(Transform(Location(x=200.866623, y=181.153900, z=2.365529), Rotation(pitch=1.173292, yaw=151.222961, roll=0.000000)))
Waypoint(Transform(Location(x=200.611572, y=181.293472, z=2.372019), Rotation(pitch=1.173292, yaw=151.394516, roll=0.000000)))
Waypoint(Transform(Location(x=200.355957, y=181.432358, z=2.378513), Rotation(pitch=1.173292, yaw=151.566162, roll=0.000000)))
Waypoint(Transform(Location(x=200.100647, y=181.570114, z=2.384989), Rotation(pitch=1.173292, yaw=151.737350, roll=0.000000)))
Waypoint(Transform(Location(x=199.844894, y=181.707123, z=2.391466), Rotation(pitch=1.173292, yaw=151.908539, roll=0.000000)))
Waypoint(Transform(Location(x=199.314651, y=181.988037, z=2.404861), Rotation(pitch=1.173292, yaw=152.262619, roll=0.000000)))
Waypoint(Transform(Location(x=199.056808, y=182.123138, z=2.411359), Rotation(pitch=1.173292, yaw=152.434357, roll=0.000000)))
Waypoint(Transform(Location(x=198.798584, y=182.257431, z=2.417856), Rotation(pitch=1.173292, yaw=152.606110, roll=0.000000)))
Waypoint(Transform(Location(x=198.540710, y=182.390594, z=2.424335), Rotation(pitch=1.173292, yaw=152.777344, roll=0.000000)))
Waypoint(Transform(Location(x=198.282410, y=182.522964, z=2.430814), Rotation(pitch=1.173292, yaw=152.948608, roll=0.000000)))
Waypoint(Transform(Location(x=198.023209, y=182.654846, z=2.437306), Rotation(pitch=1.173292, yaw=153.120209, roll=0.000000)))
Waypoint(Transform(Location(x=197.763184, y=182.786163, z=2.443809), Rotation(pitch=1.173292, yaw=153.292099, roll=0.000000)))
Waypoint(Transform(Location(x=197.502762, y=182.916702, z=2.450312), Rotation(pitch=1.173292, yaw=153.463974, roll=0.000000)))
Waypoint(Transform(Location(x=197.241791, y=183.046524, z=2.456819), Rotation(pitch=1.173292, yaw=153.635956, roll=0.000000)))
Waypoint(Transform(Location(x=196.981339, y=183.175125, z=2.463303), Rotation(pitch=1.173292, yaw=153.807358, roll=0.000000)))
Waypoint(Transform(Location(x=196.720398, y=183.302994, z=2.469790), Rotation(pitch=1.173292, yaw=153.978821, roll=0.000000)))
Waypoint(Transform(Location(x=196.180099, y=183.564713, z=2.483191), Rotation(pitch=1.173292, yaw=154.333054, roll=0.000000)))
Waypoint(Transform(Location(x=195.917313, y=183.690521, z=2.489695), Rotation(pitch=1.173292, yaw=154.504959, roll=0.000000)))
Waypoint(Transform(Location(x=195.653824, y=183.815659, z=2.496207), Rotation(pitch=1.173292, yaw=154.677063, roll=0.000000)))
Waypoint(Transform(Location(x=195.389969, y=183.940048, z=2.502718), Rotation(pitch=1.173292, yaw=154.849197, roll=0.000000)))
Waypoint(Transform(Location(x=195.126541, y=184.063248, z=2.509210), Rotation(pitch=1.173292, yaw=155.020798, roll=0.000000)))
Waypoint(Transform(Location(x=194.862808, y=184.185623, z=2.515701), Rotation(pitch=1.173292, yaw=155.192337, roll=0.000000)))
Waypoint(Transform(Location(x=194.598114, y=184.307495, z=2.522205), Rotation(pitch=1.173292, yaw=155.364288, roll=0.000000)))
Waypoint(Transform(Location(x=194.332764, y=184.428680, z=2.528718), Rotation(pitch=1.173292, yaw=155.536423, roll=0.000000)))
Waypoint(Transform(Location(x=194.067017, y=184.549133, z=2.535231), Rotation(pitch=1.173292, yaw=155.708572, roll=0.000000)))
Waypoint(Transform(Location(x=193.800842, y=184.668777, z=2.541745), Rotation(pitch=1.173292, yaw=155.880768, roll=0.000000)))
Waypoint(Transform(Location(x=193.535141, y=184.787247, z=2.548239), Rotation(pitch=1.173292, yaw=156.052414, roll=0.000000)))
Waypoint(Transform(Location(x=193.268951, y=184.904999, z=2.554737), Rotation(pitch=1.173292, yaw=156.224167, roll=0.000000)))
Waypoint(Transform(Location(x=192.718521, y=185.145462, z=2.568146), Rotation(pitch=1.173292, yaw=156.578583, roll=0.000000)))
Waypoint(Transform(Location(x=192.450546, y=185.261063, z=2.574660), Rotation(pitch=1.173292, yaw=156.750778, roll=0.000000)))
Waypoint(Transform(Location(x=192.182022, y=185.375961, z=2.581181), Rotation(pitch=1.173292, yaw=156.923141, roll=0.000000)))
Waypoint(Transform(Location(x=191.913986, y=185.489685, z=2.587681), Rotation(pitch=1.173292, yaw=157.094940, roll=0.000000)))
Waypoint(Transform(Location(x=191.645645, y=185.602570, z=2.594179), Rotation(pitch=1.173292, yaw=157.266708, roll=0.000000)))
Waypoint(Transform(Location(x=191.376541, y=185.714859, z=2.600688), Rotation(pitch=1.173292, yaw=157.438766, roll=0.000000)))
Waypoint(Transform(Location(x=191.106644, y=185.826508, z=2.607208), Rotation(pitch=1.173292, yaw=157.611099, roll=0.000000)))
Waypoint(Transform(Location(x=190.836273, y=185.937424, z=2.613732), Rotation(pitch=1.173292, yaw=157.783524, roll=0.000000)))
Waypoint(Transform(Location(x=190.565506, y=186.047516, z=2.620257), Rotation(pitch=1.173292, yaw=157.955994, roll=0.000000)))
Waypoint(Transform(Location(x=190.295303, y=186.156464, z=2.626760), Rotation(pitch=1.173292, yaw=158.127899, roll=0.000000)))
Waypoint(Transform(Location(x=190.024841, y=186.264572, z=2.633262), Rotation(pitch=1.173292, yaw=158.299759, roll=0.000000)))
Waypoint(Transform(Location(x=189.465927, y=186.485001, z=2.646674), Rotation(pitch=1.173292, yaw=158.654282, roll=0.000000)))
Waypoint(Transform(Location(x=189.193878, y=186.590851, z=2.653191), Rotation(pitch=1.173292, yaw=158.826523, roll=0.000000)))
Waypoint(Transform(Location(x=188.921326, y=186.695953, z=2.659711), Rotation(pitch=1.173292, yaw=158.998871, roll=0.000000)))
Waypoint(Transform(Location(x=188.648132, y=186.800339, z=2.666240), Rotation(pitch=1.173292, yaw=159.171448, roll=0.000000)))
Waypoint(Transform(Location(x=188.375259, y=186.903687, z=2.672754), Rotation(pitch=1.173292, yaw=159.343613, roll=0.000000)))
Waypoint(Transform(Location(x=188.102295, y=187.006134, z=2.679262), Rotation(pitch=1.173292, yaw=159.515640, roll=0.000000)))
Waypoint(Transform(Location(x=187.828552, y=187.107910, z=2.685781), Rotation(pitch=1.173292, yaw=159.687973, roll=0.000000)))
Waypoint(Transform(Location(x=187.554337, y=187.208954, z=2.692305), Rotation(pitch=1.173292, yaw=159.860397, roll=0.000000)))
Waypoint(Transform(Location(x=187.279587, y=187.309235, z=2.698773), Rotation(pitch=1.149377, yaw=160.032974, roll=0.000000)))
Waypoint(Transform(Location(x=187.004272, y=187.408798, z=2.705103), Rotation(pitch=1.123335, yaw=160.205719, roll=0.000000)))
Waypoint(Transform(Location(x=186.729233, y=187.507324, z=2.711275), Rotation(pitch=1.097346, yaw=160.378113, roll=0.000000)))
Waypoint(Transform(Location(x=186.453659, y=187.605103, z=2.717307), Rotation(pitch=1.071334, yaw=160.550644, roll=0.000000)))
Waypoint(Transform(Location(x=185.885483, y=187.803772, z=2.729270), Rotation(pitch=1.017792, yaw=160.905807, roll=0.000000)))
Waypoint(Transform(Location(x=185.608383, y=187.899200, z=2.734872), Rotation(pitch=0.991721, yaw=161.078735, roll=0.000000)))
Waypoint(Transform(Location(x=185.330795, y=187.993912, z=2.740333), Rotation(pitch=0.965633, yaw=161.251785, roll=0.000000)))
Waypoint(Transform(Location(x=185.053329, y=188.087601, z=2.745641), Rotation(pitch=0.939580, yaw=161.424606, roll=0.000000)))
Waypoint(Transform(Location(x=184.775177, y=188.180618, z=2.750811), Rotation(pitch=0.913492, yaw=161.597656, roll=0.000000)))
Waypoint(Transform(Location(x=184.496002, y=188.273026, z=2.755849), Rotation(pitch=0.887332, yaw=161.771164, roll=0.000000)))
Waypoint(Transform(Location(x=184.216339, y=188.364670, z=2.760744), Rotation(pitch=0.861154, yaw=161.944809, roll=0.000000)))
Waypoint(Transform(Location(x=183.936142, y=188.455536, z=2.765497), Rotation(pitch=0.834951, yaw=162.118622, roll=0.000000)))
Waypoint(Transform(Location(x=183.655365, y=188.545654, z=2.770108), Rotation(pitch=0.808719, yaw=162.292618, roll=0.000000)))
Waypoint(Transform(Location(x=183.374908, y=188.634735, z=2.774563), Rotation(pitch=0.782542, yaw=162.466263, roll=0.000000)))
Waypoint(Transform(Location(x=183.093643, y=188.723114, z=2.778878), Rotation(pitch=0.756317, yaw=162.640213, roll=0.000000)))
Waypoint(Transform(Location(x=182.515915, y=188.901749, z=2.787271), Rotation(pitch=0.702524, yaw=162.997025, roll=0.000000)))
Waypoint(Transform(Location(x=182.232788, y=188.987869, z=2.791152), Rotation(pitch=0.676200, yaw=163.171646, roll=0.000000)))
Waypoint(Transform(Location(x=181.949066, y=189.073212, z=2.794890), Rotation(pitch=0.649844, yaw=163.346466, roll=0.000000)))
Waypoint(Transform(Location(x=181.664597, y=189.157822, z=2.798485), Rotation(pitch=0.623444, yaw=163.521576, roll=0.000000)))
Waypoint(Transform(Location(x=181.380188, y=189.241470, z=2.801926), Rotation(pitch=0.597075, yaw=163.696487, roll=0.000000)))
Waypoint(Transform(Location(x=181.095032, y=189.324417, z=2.805226), Rotation(pitch=0.570657, yaw=163.871719, roll=0.000000)))
Waypoint(Transform(Location(x=180.808975, y=189.406647, z=2.808383), Rotation(pitch=0.544178, yaw=164.047363, roll=0.000000)))
Waypoint(Transform(Location(x=180.522171, y=189.488159, z=2.811394), Rotation(pitch=0.517656, yaw=164.223282, roll=0.000000)))
Waypoint(Transform(Location(x=180.234589, y=189.568924, z=2.814260), Rotation(pitch=0.491085, yaw=164.399536, roll=0.000000)))
Waypoint(Transform(Location(x=179.947220, y=189.648712, z=2.816972), Rotation(pitch=0.464555, yaw=164.575500, roll=0.000000)))
Waypoint(Transform(Location(x=179.659073, y=189.727722, z=2.819537), Rotation(pitch=0.437976, yaw=164.751801, roll=0.000000)))
Waypoint(Transform(Location(x=179.071213, y=189.886002, z=2.824296), Rotation(pitch=0.383821, yaw=165.111023, roll=0.000000)))
Waypoint(Transform(Location(x=178.780914, y=189.962692, z=2.826413), Rotation(pitch=0.357114, yaw=165.288193, roll=0.000000)))
Waypoint(Transform(Location(x=178.489868, y=190.038635, z=2.828380), Rotation(pitch=0.330356, yaw=165.465668, roll=0.000000)))
Waypoint(Transform(Location(x=178.197845, y=190.113846, z=2.830199), Rotation(pitch=0.303532, yaw=165.643600, roll=0.000000)))
Waypoint(Transform(Location(x=177.905823, y=190.188110, z=2.831862), Rotation(pitch=0.276729, yaw=165.821396, roll=0.000000)))
Waypoint(Transform(Location(x=177.613174, y=190.261566, z=2.833373), Rotation(pitch=0.249888, yaw=165.999435, roll=0.000000)))
Waypoint(Transform(Location(x=177.319489, y=190.334305, z=2.834734), Rotation(pitch=0.222972, yaw=166.177963, roll=0.000000)))
Waypoint(Transform(Location(x=177.024872, y=190.406311, z=2.835943), Rotation(pitch=0.195995, yaw=166.356918, roll=0.000000)))
Waypoint(Transform(Location(x=176.729355, y=190.477554, z=2.836998), Rotation(pitch=0.168953, yaw=166.536285, roll=0.000000)))
Waypoint(Transform(Location(x=176.433823, y=190.547821, z=2.837897), Rotation(pitch=0.141932, yaw=166.715530, roll=0.000000)))
Waypoint(Transform(Location(x=176.137589, y=190.617264, z=2.838640), Rotation(pitch=0.114866, yaw=166.895050, roll=0.000000)))
Waypoint(Transform(Location(x=175.538696, y=190.754684, z=2.839664), Rotation(pitch=0.060208, yaw=167.257614, roll=0.000000)))
Waypoint(Transform(Location(x=175.240234, y=190.821671, z=2.839935), Rotation(pitch=0.032998, yaw=167.438095, roll=0.000000)))
Waypoint(Transform(Location(x=174.940857, y=190.887894, z=2.840048), Rotation(pitch=0.005723, yaw=167.619003, roll=0.000000)))
Waypoint(Transform(Location(x=174.640488, y=190.953339, z=2.840001), Rotation(pitch=-0.021623, yaw=167.800400, roll=0.000000)))
Waypoint(Transform(Location(x=174.339981, y=191.017807, z=2.839795), Rotation(pitch=-0.048963, yaw=167.981766, roll=0.000000)))
Waypoint(Transform(Location(x=174.038788, y=191.081436, z=2.839428), Rotation(pitch=-0.076346, yaw=168.163391, roll=0.000000)))
Waypoint(Transform(Location(x=173.736435, y=191.144287, z=2.838899), Rotation(pitch=-0.103817, yaw=168.345612, roll=0.000000)))
Waypoint(Transform(Location(x=173.433121, y=191.206345, z=2.838206), Rotation(pitch=-0.131357, yaw=168.528290, roll=0.000000)))
Waypoint(Transform(Location(x=173.128784, y=191.267609, z=2.837348), Rotation(pitch=-0.158974, yaw=168.711472, roll=0.000000)))
Waypoint(Transform(Location(x=172.824356, y=191.327881, z=2.836329), Rotation(pitch=-0.186577, yaw=168.894577, roll=0.000000)))
Waypoint(Transform(Location(x=172.519180, y=191.387268, z=2.835143), Rotation(pitch=-0.214235, yaw=169.078033, roll=0.000000)))
Waypoint(Transform(Location(x=171.908890, y=191.503006, z=2.832284), Rotation(pitch=-0.269490, yaw=169.444534, roll=0.000000)))
Waypoint(Transform(Location(x=171.601410, y=191.559784, z=2.830599), Rotation(pitch=-0.297304, yaw=169.629044, roll=0.000000)))
Waypoint(Transform(Location(x=171.292938, y=191.615723, z=2.828742), Rotation(pitch=-0.325192, yaw=169.814026, roll=0.000000)))
Waypoint(Transform(Location(x=170.983322, y=191.670853, z=2.826713), Rotation(pitch=-0.353166, yaw=169.999573, roll=0.000000)))
Waypoint(Transform(Location(x=170.673645, y=191.724930, z=2.824517), Rotation(pitch=-0.381131, yaw=170.185089, roll=0.000000)))
Waypoint(Transform(Location(x=170.363190, y=191.778122, z=2.822149), Rotation(pitch=-0.409149, yaw=170.370911, roll=0.000000)))
Waypoint(Transform(Location(x=170.051544, y=191.830475, z=2.819604), Rotation(pitch=-0.437261, yaw=170.557388, roll=0.000000)))
Waypoint(Transform(Location(x=169.738876, y=191.881958, z=2.816883), Rotation(pitch=-0.465447, yaw=170.744354, roll=0.000000)))
Waypoint(Transform(Location(x=169.425095, y=191.932571, z=2.813983), Rotation(pitch=-0.493722, yaw=170.931915, roll=0.000000)))
Waypoint(Transform(Location(x=169.111191, y=191.982147, z=2.810912), Rotation(pitch=-0.521991, yaw=171.119431, roll=0.000000)))
Waypoint(Transform(Location(x=168.796509, y=192.030777, z=2.807664), Rotation(pitch=-0.550315, yaw=171.307297, roll=0.000000)))
Waypoint(Transform(Location(x=168.174713, y=192.123779, z=2.800747), Rotation(pitch=-0.606242, yaw=171.678268, roll=0.000000)))
Waypoint(Transform(Location(x=167.857468, y=192.169662, z=2.796962), Rotation(pitch=-0.634757, yaw=171.867416, roll=0.000000)))
Waypoint(Transform(Location(x=167.539124, y=192.214615, z=2.792992), Rotation(pitch=-0.663355, yaw=172.057114, roll=0.000000)))
Waypoint(Transform(Location(x=167.220474, y=192.258530, z=2.788845), Rotation(pitch=-0.691968, yaw=172.246902, roll=0.000000)))
Waypoint(Transform(Location(x=166.901154, y=192.301453, z=2.784515), Rotation(pitch=-0.720630, yaw=172.437027, roll=0.000000)))
Waypoint(Transform(Location(x=166.580612, y=192.343475, z=2.779994), Rotation(pitch=-0.749387, yaw=172.627762, roll=0.000000)))
Waypoint(Transform(Location(x=166.258942, y=192.384552, z=2.775282), Rotation(pitch=-0.778233, yaw=172.819122, roll=0.000000)))
Waypoint(Transform(Location(x=165.936035, y=192.424683, z=2.770375), Rotation(pitch=-0.807178, yaw=173.011093, roll=0.000000)))
Waypoint(Transform(Location(x=165.613098, y=192.463715, z=2.765289), Rotation(pitch=-0.836114, yaw=173.203049, roll=0.000000)))
Waypoint(Transform(Location(x=165.289322, y=192.501755, z=2.760013), Rotation(pitch=-0.865113, yaw=173.395401, roll=0.000000)))
Waypoint(Transform(Location(x=164.656982, y=192.572861, z=2.749197), Rotation(pitch=-0.921718, yaw=173.770859, roll=0.000000)))
Waypoint(Transform(Location(x=164.330872, y=192.607910, z=2.743354), Rotation(pitch=-0.950894, yaw=173.964386, roll=0.000000)))
Waypoint(Transform(Location(x=164.003479, y=192.641968, z=2.737308), Rotation(pitch=-0.980173, yaw=174.158615, roll=0.000000)))
Waypoint(Transform(Location(x=163.675705, y=192.674942, z=2.731072), Rotation(pitch=-1.009478, yaw=174.352997, roll=0.000000)))
Waypoint(Transform(Location(x=163.347137, y=192.706879, z=2.724639), Rotation(pitch=-1.038844, yaw=174.547791, roll=0.000000)))
Waypoint(Transform(Location(x=163.017197, y=192.737793, z=2.717997), Rotation(pitch=-1.068322, yaw=174.743317, roll=0.000000)))
Waypoint(Transform(Location(x=162.686142, y=192.767685, z=2.711147), Rotation(pitch=-1.097890, yaw=174.939438, roll=0.000000)))
Waypoint(Transform(Location(x=162.353851, y=192.796524, z=2.704086), Rotation(pitch=-1.127560, yaw=175.136246, roll=0.000000)))
Waypoint(Transform(Location(x=162.021423, y=192.824234, z=2.696835), Rotation(pitch=-1.157233, yaw=175.333084, roll=0.000000)))
Waypoint(Transform(Location(x=161.688354, y=192.850861, z=2.689384), Rotation(pitch=-1.186956, yaw=175.530243, roll=0.000000)))
Waypoint(Transform(Location(x=161.353943, y=192.876419, z=2.681715), Rotation(pitch=-1.216790, yaw=175.728134, roll=0.000000)))
Waypoint(Transform(Location(x=160.709732, y=192.922394, z=2.666410), Rotation(pitch=-1.274242, yaw=176.109222, roll=0.000000)))
Waypoint(Transform(Location(x=160.372910, y=192.944702, z=2.658223), Rotation(pitch=-1.274750, yaw=176.308380, roll=0.000000)))
Waypoint(Transform(Location(x=160.035812, y=192.965866, z=2.650031), Rotation(pitch=-1.274750, yaw=176.507690, roll=0.000000)))
Waypoint(Transform(Location(x=159.698212, y=192.985886, z=2.641829), Rotation(pitch=-1.274750, yaw=176.707230, roll=0.000000)))
Waypoint(Transform(Location(x=159.359512, y=193.004776, z=2.633601), Rotation(pitch=-1.274750, yaw=176.907394, roll=0.000000)))
Waypoint(Transform(Location(x=159.019592, y=193.022537, z=2.625346), Rotation(pitch=-1.274750, yaw=177.108231, roll=0.000000)))
Waypoint(Transform(Location(x=158.678482, y=193.039169, z=2.617063), Rotation(pitch=-1.274750, yaw=177.309753, roll=0.000000)))
Waypoint(Transform(Location(x=158.337311, y=193.054596, z=2.608780), Rotation(pitch=-1.274750, yaw=177.511261, roll=0.000000)))
Waypoint(Transform(Location(x=157.995407, y=193.068863, z=2.600481), Rotation(pitch=-1.274750, yaw=177.713165, roll=0.000000)))
Waypoint(Transform(Location(x=157.341553, y=193.092758, z=2.584612), Rotation(pitch=-1.274750, yaw=178.099243, roll=0.000000)))
Waypoint(Transform(Location(x=156.997681, y=193.103561, z=2.576267), Rotation(pitch=-1.274750, yaw=178.302246, roll=0.000000)))
